full_text,cleaning,case_folding,tokenize,filtering/stopword removal,stemming_data
"@KangManto123 @jokowi @mohmahfudmd @KejaksaanRI Kasihan, Jessisa.😢  Semoga film dokumenter Netflix itu, ‘Ice Cold: Murder, Coffee and Jessica Wongso’ sebagai pintu terbukanya kasus sebenarnya. Semoga kasus ini dibuka kembali. Kebenaran diungkapkan.  Setelah menonton film dokumenter tsb, mendengar kesaksian dan penjelasan…",KangManto jokowi mohmahfudmd KejaksaanRI Kasihan Jessisa  Semoga film dokumenter Netflix itu Ice Cold Murder Coffee and Jessica Wongso sebagai pintu terbukanya kasus sebenarnya Semoga kasus ini dibuka kembali Kebenaran diungkapkan  Setelah menonton film dokumenter tsb mendengar kesaksian dan penjelasan,kangmanto jokowi mohmahfudmd kejaksaanri kasihan jessisa  semoga film dokumenter netflix itu ice cold murder coffee and jessica wongso sebagai pintu terbukanya kasus sebenarnya semoga kasus ini dibuka kembali kebenaran diungkapkan  setelah menonton film dokumenter tsb mendengar kesaksian dan penjelasan,"['kangmanto', 'jokowi', 'mohmahfudmd', 'kejaksaanri', 'kasihan', 'jessisa', 'semoga', 'film', 'dokumenter', 'netflix', 'itu', 'ice', 'cold', 'murder', 'coffee', 'and', 'jessica', 'wongso', 'sebagai', 'pintu', 'terbukanya', 'kasus', 'sebenarnya', 'semoga', 'kasus', 'ini', 'dibuka', 'kembali', 'kebenaran', 'diungkapkan', 'setelah', 'menonton', 'film', 'dokumenter', 'tsb', 'mendengar', 'kesaksian', 'dan', 'penjelasan']","['kangmanto', 'jokowi', 'mohmahfudmd', 'kejaksaanri', 'kasihan', 'jessisa', 'semoga', 'film', 'dokumenter', 'netflix', 'ice', 'cold', 'murder', 'coffee', 'and', 'jessica', 'wongso', 'pintu', 'terbukanya', 'semoga', 'dibuka', 'kebenaran', 'menonton', 'film', 'dokumenter', 'tsb', 'mendengar', 'kesaksian', 'penjelasan']",kangmanto jokowi mohmahfudmd kejaksaanri kasihan jessisa moga film dokumenter netflix ice cold murder coffee and jessica wongso pintu buka moga buka benar tonton film dokumenter tsb dengar saksi jelas
baru saja selesai nonton ice cold satu satunya komentar cuma wee bravo netflix wkkw bisa aja nge expose nya 🤣,baru saja selesai nonton ice cold satu satunya komentar cuma wee bravo netflix wkkw bisa aja nge expose nya ,baru saja selesai nonton ice cold satu satunya komentar cuma wee bravo netflix wkkw bisa aja nge expose nya ,"['baru', 'saja', 'selesai', 'nonton', 'ice', 'cold', 'satu', 'satunya', 'komentar', 'cuma', 'wee', 'bravo', 'netflix', 'wkkw', 'bisa', 'aja', 'nge', 'expose', 'nya']","['selesai', 'nonton', 'ice', 'cold', 'satunya', 'komentar', 'wee', 'bravo', 'netflix', 'wkkw', 'aja', 'nge', 'expose', 'nya']",selesai nonton ice cold satu komentar wee bravo netflix wkkw aja nge expose nya
Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauang https://t.co/nWgEz23WPY,Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa httpstcoslAEHSxdr zonauang httpstconWgEzWPY,halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa httpstcoslaehsxdr zonauang httpstconwgezwpy,"['halo', 'yang', 'lagi', 'nyari', 'netflix', 'murah', 'buat', 'nonton', 'ice', 'cold', 'bisa', 'langsung', 'order', 'di', 'wa', 'yaa', 'httpstcoslaehsxdr', 'zonauang', 'httpstconwgezwpy']","['halo', 'nyari', 'netflix', 'murah', 'nonton', 'ice', 'cold', 'langsung', 'order', 'wa', 'yaa', 'httpstcoslaehsxdr', 'zonauang', 'httpstconwgezwpy']",halo nyari netflix murah nonton ice cold langsung order wa yaa httpstcoslaehsxdr zonauang httpstconwgezwpy
"Kasus kopi sianida kembali muncul setelah Netflix menayangkan film dokumenter Ice Cold: Murder, Coffee, and Jessica Wongso.   Otto Hasibuan selaku pengacara Jessica Wongso kembali menganggapi kasus tersebut terkait dengan hukuman yang diberikan. Bagaimana tanggapannya? Yuk, simak… https://t.co/V0xdXtTkK7",Kasus kopi sianida kembali muncul setelah Netflix menayangkan film dokumenter Ice Cold Murder Coffee and Jessica Wongso   Otto Hasibuan selaku pengacara Jessica Wongso kembali menganggapi kasus tersebut terkait dengan hukuman yang diberikan Bagaimana tanggapannya Yuk simak httpstcoVxdXtTkK,kasus kopi sianida kembali muncul setelah netflix menayangkan film dokumenter ice cold murder coffee and jessica wongso   otto hasibuan selaku pengacara jessica wongso kembali menganggapi kasus tersebut terkait dengan hukuman yang diberikan bagaimana tanggapannya yuk simak httpstcovxdxttkk,"['kasus', 'kopi', 'sianida', 'kembali', 'muncul', 'setelah', 'netflix', 'menayangkan', 'film', 'dokumenter', 'ice', 'cold', 'murder', 'coffee', 'and', 'jessica', 'wongso', 'otto', 'hasibuan', 'selaku', 'pengacara', 'jessica', 'wongso', 'kembali', 'menganggapi', 'kasus', 'tersebut', 'terkait', 'dengan', 'hukuman', 'yang', 'diberikan', 'bagaimana', 'tanggapannya', 'yuk', 'simak', 'httpstcovxdxttkk']","['kopi', 'sianida', 'muncul', 'netflix', 'menayangkan', 'film', 'dokumenter', 'ice', 'cold', 'murder', 'coffee', 'and', 'jessica', 'wongso', 'otto', 'hasibuan', 'pengacara', 'jessica', 'wongso', 'menganggapi', 'terkait', 'hukuman', 'tanggapannya', 'yuk', 'simak', 'httpstcovxdxttkk']",kopi sianida muncul netflix tayang film dokumenter ice cold murder coffee and jessica wongso otto hasibuan acara jessica wongso anggap kait hukum tanggap yuk simak httpstcovxdxttkk
"Tontonan hari minggu gw:  1. Ice Cold, Netflix 2. Karni Illyas  - Edi Darmawan 3. Richard Lee - Dr. Djaja 4. Deddy Corbuzier - Otto Hasibuan",Tontonan hari minggu gw   Ice Cold Netflix  Karni Illyas   Edi Darmawan  Richard Lee  Dr Djaja  Deddy Corbuzier  Otto Hasibuan,tontonan hari minggu gw   ice cold netflix  karni illyas   edi darmawan  richard lee  dr djaja  deddy corbuzier  otto hasibuan,"['tontonan', 'hari', 'minggu', 'gw', 'ice', 'cold', 'netflix', 'karni', 'illyas', 'edi', 'darmawan', 'richard', 'lee', 'dr', 'djaja', 'deddy', 'corbuzier', 'otto', 'hasibuan']","['tontonan', 'minggu', 'gw', 'ice', 'cold', 'netflix', 'karni', 'illyas', 'edi', 'darmawan', 'richard', 'lee', 'dr', 'djaja', 'deddy', 'corbuzier', 'otto', 'hasibuan']",tonton minggu gw ice cold netflix karni illyas edi darmawan richard lee dr djaja deddy corbuzier otto hasibuan
rem4s terus sampe muncr4t 🐳💧  https://t.co/VSWTXTwzCf  https://t.co/H29Zg5Y0hj  https://t.co/4xXnlzD8wY  https://t.co/6f8ldgWQ9L  malam senin nonton wetv mvs netflix mirna ice cold https://t.co/PXXjMvb85L,rems terus sampe muncrt   httpstcoVSWTXTwzCf  httpstcoHZgYhj  httpstcoxXnlzDwY  httpstcofldgWQL  malam senin nonton wetv mvs netflix mirna ice cold httpstcoPXXjMvbL,rems terus sampe muncrt   httpstcovswtxtwzcf  httpstcohzgyhj  httpstcoxxnlzdwy  httpstcofldgwql  malam senin nonton wetv mvs netflix mirna ice cold httpstcopxxjmvbl,"['rems', 'terus', 'sampe', 'muncrt', 'httpstcovswtxtwzcf', 'httpstcohzgyhj', 'httpstcoxxnlzdwy', 'httpstcofldgwql', 'malam', 'senin', 'nonton', 'wetv', 'mvs', 'netflix', 'mirna', 'ice', 'cold', 'httpstcopxxjmvbl']","['rems', 'sampe', 'muncrt', 'httpstcovswtxtwzcf', 'httpstcohzgyhj', 'httpstcoxxnlzdwy', 'httpstcofldgwql', 'malam', 'senin', 'nonton', 'wetv', 'mvs', 'netflix', 'mirna', 'ice', 'cold', 'httpstcopxxjmvbl']",rems sampe muncrt httpstcovswtxtwzcf httpstcohzgyhj httpstcoxxnlzdwy httpstcofldgwql malam senin nonton wetv mvs netflix mirna ice cold httpstcopxxjmvbl
beliin netflix premium dong bejir mau nonton ice cold,beliin netflix premium dong bejir mau nonton ice cold,beliin netflix premium dong bejir mau nonton ice cold,"['beliin', 'netflix', 'premium', 'dong', 'bejir', 'mau', 'nonton', 'ice', 'cold']","['beliin', 'netflix', 'premium', 'bejir', 'nonton', 'ice', 'cold']",beliin netflix premium bejir nonton ice cold
"Netflix 1 hari dong, buat nonton ice cold doang 😭  #zonaba #zonauang",Netflix  hari dong buat nonton ice cold doang   zonaba zonauang,netflix  hari dong buat nonton ice cold doang   zonaba zonauang,"['netflix', 'hari', 'dong', 'buat', 'nonton', 'ice', 'cold', 'doang', 'zonaba', 'zonauang']","['netflix', 'nonton', 'ice', 'cold', 'doang', 'zonaba', 'zonauang']",netflix nonton ice cold doang zonaba zonauang
Edi Darmawan Salihin. Foto: Tangkap Layar/suara.com   https://t.co/Idg60VYlRs – Kasus ‘kopi sianida’ yang menewaskan Wayan Mirna Salihin kembali menjadi perbincangan publik usai platform Netflix merilis film dokumenter berjudul ‘Ice Cold: Muder’.  https://t.co/OcGZ9wn84S https://t.co/o4o0diudwv,Edi Darmawan Salihin Foto Tangkap Layarsuaracom   httpstcoIdgVYlRs  Kasus kopi sianida yang menewaskan Wayan Mirna Salihin kembali menjadi perbincangan publik usai platform Netflix merilis film dokumenter berjudul Ice Cold Muder  httpstcoOcGZwnS httpstcooodiudwv,edi darmawan salihin foto tangkap layarsuaracom   httpstcoidgvylrs  kasus kopi sianida yang menewaskan wayan mirna salihin kembali menjadi perbincangan publik usai platform netflix merilis film dokumenter berjudul ice cold muder  httpstcoocgzwns httpstcooodiudwv,"['edi', 'darmawan', 'salihin', 'foto', 'tangkap', 'layarsuaracom', 'httpstcoidgvylrs', 'kasus', 'kopi', 'sianida', 'yang', 'menewaskan', 'wayan', 'mirna', 'salihin', 'kembali', 'menjadi', 'perbincangan', 'publik', 'usai', 'platform', 'netflix', 'merilis', 'film', 'dokumenter', 'berjudul', 'ice', 'cold', 'muder', 'httpstcoocgzwns', 'httpstcooodiudwv']","['edi', 'darmawan', 'salihin', 'foto', 'tangkap', 'layarsuaracom', 'httpstcoidgvylrs', 'kopi', 'sianida', 'menewaskan', 'wayan', 'mirna', 'salihin', 'perbincangan', 'publik', 'platform', 'netflix', 'merilis', 'film', 'dokumenter', 'berjudul', 'ice', 'cold', 'muder', 'httpstcoocgzwns', 'httpstcooodiudwv']",edi darmawan salihin foto tangkap layarsuaracom httpstcoidgvylrs kopi sianida tewas wayan mirna salihin bincang publik platform netflix rilis film dokumenter judul ice cold muder httpstcoocgzwns httpstcooodiudwv
"dari nontonin podcast/ netflix icecold disini gua belajar untuk gimana caranya orang tua ngomong tuh berbelit dan tidak tepat sasaran😭✋🏻 dan terlebih lagi. MENTAL BLOCKINGnya PARAH ABIS, ya gabisa lah berpikir jernih. gregetan.",dari nontonin podcast netflix icecold disini gua belajar untuk gimana caranya orang tua ngomong tuh berbelit dan tidak tepat sasaran dan terlebih lagi MENTAL BLOCKINGnya PARAH ABIS ya gabisa lah berpikir jernih gregetan,dari nontonin podcast netflix icecold disini gua belajar untuk gimana caranya orang tua ngomong tuh berbelit dan tidak tepat sasaran dan terlebih lagi mental blockingnya parah abis ya gabisa lah berpikir jernih gregetan,"['dari', 'nontonin', 'podcast', 'netflix', 'icecold', 'disini', 'gua', 'belajar', 'untuk', 'gimana', 'caranya', 'orang', 'tua', 'ngomong', 'tuh', 'berbelit', 'dan', 'tidak', 'tepat', 'sasaran', 'dan', 'terlebih', 'lagi', 'mental', 'blockingnya', 'parah', 'abis', 'ya', 'gabisa', 'lah', 'berpikir', 'jernih', 'gregetan']","['nontonin', 'podcast', 'netflix', 'icecold', 'gua', 'belajar', 'gimana', 'orang', 'tua', 'ngomong', 'tuh', 'berbelit', 'sasaran', 'mental', 'blockingnya', 'parah', 'abis', 'ya', 'gabisa', 'berpikir', 'jernih', 'gregetan']",nontonin podcast netflix icecold gua ajar gimana orang tua ngomong tuh belit sasar mental blockingnya parah abis ya gabisa pikir jernih gregetan
"Netflix Merilis Film berjudul Ice Cold: Murder, Coffee, and Jessica Wongso"" Mengulas Berbagai Pertanyaan yang tidak terjawab selama 32 kali persidangan Jessica Kumala Wongso  #jessicawongso #kopisianida #kopimirna  #mirnasalihin #Netflix #viral #fakta #faktaunik #fy #FYP https://t.co/TisVLCFUPj""",Netflix Merilis Film berjudul Ice Cold Murder Coffee and Jessica Wongso Mengulas Berbagai Pertanyaan yang tidak terjawab selama  kali persidangan Jessica Kumala Wongso  jessicawongso kopisianida kopimirna  mirnasalihin Netflix viral fakta faktaunik fy FYP httpstcoTisVLCFUPj,netflix merilis film berjudul ice cold murder coffee and jessica wongso mengulas berbagai pertanyaan yang tidak terjawab selama  kali persidangan jessica kumala wongso  jessicawongso kopisianida kopimirna  mirnasalihin netflix viral fakta faktaunik fy fyp httpstcotisvlcfupj,"['netflix', 'merilis', 'film', 'berjudul', 'ice', 'cold', 'murder', 'coffee', 'and', 'jessica', 'wongso', 'mengulas', 'berbagai', 'pertanyaan', 'yang', 'tidak', 'terjawab', 'selama', 'kali', 'persidangan', 'jessica', 'kumala', 'wongso', 'jessicawongso', 'kopisianida', 'kopimirna', 'mirnasalihin', 'netflix', 'viral', 'fakta', 'faktaunik', 'fy', 'fyp', 'httpstcotisvlcfupj']","['netflix', 'merilis', 'film', 'berjudul', 'ice', 'cold', 'murder', 'coffee', 'and', 'jessica', 'wongso', 'mengulas', 'terjawab', 'kali', 'persidangan', 'jessica', 'kumala', 'wongso', 'jessicawongso', 'kopisianida', 'kopimirna', 'mirnasalihin', 'netflix', 'viral', 'fakta', 'faktaunik', 'fy', 'fyp', 'httpstcotisvlcfupj']",netflix rilis film judul ice cold murder coffee and jessica wongso ulas jawab kali sidang jessica mala wongso jessicawongso kopisianida kopimirna mirnasalihin netflix viral fakta faktaunik fy fyp httpstcotisvlcfupj
AYAH MIRNA NGAMUK Jessica Wongso Didukung Netizen Imbas Film Ice Cold : Netflix Itu Penipu   Baca Selengkapnya di https://t.co/AB4oiQ5TrQ https://t.co/jcOFRq1zCq,AYAH MIRNA NGAMUK Jessica Wongso Didukung Netizen Imbas Film Ice Cold  Netflix Itu Penipu   Baca Selengkapnya di httpstcoABoiQTrQ httpstcojcOFRqzCq,ayah mirna ngamuk jessica wongso didukung netizen imbas film ice cold  netflix itu penipu   baca selengkapnya di httpstcoaboiqtrq httpstcojcofrqzcq,"['ayah', 'mirna', 'ngamuk', 'jessica', 'wongso', 'didukung', 'netizen', 'imbas', 'film', 'ice', 'cold', 'netflix', 'itu', 'penipu', 'baca', 'selengkapnya', 'di', 'httpstcoaboiqtrq', 'httpstcojcofrqzcq']","['ayah', 'mirna', 'ngamuk', 'jessica', 'wongso', 'didukung', 'netizen', 'imbas', 'film', 'ice', 'cold', 'netflix', 'penipu', 'baca', 'selengkapnya', 'httpstcoaboiqtrq', 'httpstcojcofrqzcq']",ayah mirna ngamuk jessica wongso dukung netizen imbas film ice cold netflix tipu baca lengkap httpstcoaboiqtrq httpstcojcofrqzcq
Sudah nonton Ice Cold di Netflix? Bagaimana tanggapan kamu? https://t.co/KrVchTOC4P,Sudah nonton Ice Cold di Netflix Bagaimana tanggapan kamu httpstcoKrVchTOCP,sudah nonton ice cold di netflix bagaimana tanggapan kamu httpstcokrvchtocp,"['sudah', 'nonton', 'ice', 'cold', 'di', 'netflix', 'bagaimana', 'tanggapan', 'kamu', 'httpstcokrvchtocp']","['nonton', 'ice', 'cold', 'netflix', 'tanggapan', 'httpstcokrvchtocp']",nonton ice cold netflix tanggap httpstcokrvchtocp
Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauang,Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa httpstcoslAEHSxdr zonauang,halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa httpstcoslaehsxdr zonauang,"['halo', 'yang', 'lagi', 'nyari', 'netflix', 'murah', 'buat', 'nonton', 'ice', 'cold', 'bisa', 'langsung', 'order', 'di', 'wa', 'yaa', 'httpstcoslaehsxdr', 'zonauang']","['halo', 'nyari', 'netflix', 'murah', 'nonton', 'ice', 'cold', 'langsung', 'order', 'wa', 'yaa', 'httpstcoslaehsxdr', 'zonauang']",halo nyari netflix murah nonton ice cold langsung order wa yaa httpstcoslaehsxdr zonauang
Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauang#zonauangᅠ https://t.co/sL04hZJujU,Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa httpstcoslAEHSxdr zonauangzonauang httpstcosLhZJujU,halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa httpstcoslaehsxdr zonauangzonauang httpstcoslhzjuju,"['halo', 'yang', 'lagi', 'nyari', 'netflix', 'murah', 'buat', 'nonton', 'ice', 'cold', 'bisa', 'langsung', 'order', 'di', 'wa', 'yaa', 'httpstcoslaehsxdr', 'zonauangzonauang', 'httpstcoslhzjuju']","['halo', 'nyari', 'netflix', 'murah', 'nonton', 'ice', 'cold', 'langsung', 'order', 'wa', 'yaa', 'httpstcoslaehsxdr', 'zonauangzonauang', 'httpstcoslhzjuju']",halo nyari netflix murah nonton ice cold langsung order wa yaa httpstcoslaehsxdr zonauangzonauang httpstcoslhzjuju
Mendadak banyak podcast dimana-mana pasca Ice Cold baru beberapa hari tayang. Netflix is more powerfull than anything 😁,Mendadak banyak podcast dimanamana pasca Ice Cold baru beberapa hari tayang Netflix is more powerfull than anything ,mendadak banyak podcast dimanamana pasca ice cold baru beberapa hari tayang netflix is more powerfull than anything ,"['mendadak', 'banyak', 'podcast', 'dimanamana', 'pasca', 'ice', 'cold', 'baru', 'beberapa', 'hari', 'tayang', 'netflix', 'is', 'more', 'powerfull', 'than', 'anything']","['mendadak', 'podcast', 'dimanamana', 'pasca', 'ice', 'cold', 'tayang', 'netflix', 'is', 'more', 'powerfull', 'than', 'anything']",dadak podcast dimanamana pasca ice cold tayang netflix is more powerfull than anything
I wanna tweet something about the netflix series icecold but i dont want my twt account to be suspended again 😭😭😭,I wanna tweet something about the netflix series icecold but i dont want my twt account to be suspended again ,i wanna tweet something about the netflix series icecold but i dont want my twt account to be suspended again ,"['i', 'wanna', 'tweet', 'something', 'about', 'the', 'netflix', 'series', 'icecold', 'but', 'i', 'dont', 'want', 'my', 'twt', 'account', 'to', 'be', 'suspended', 'again']","['i', 'wanna', 'tweet', 'something', 'about', 'the', 'netflix', 'series', 'icecold', 'but', 'i', 'dont', 'want', 'my', 'twt', 'account', 'to', 'be', 'suspended', 'again']",i wanna tweet something about the netflix series icecold but i dont want my twt account to be suspended again
ini nih momen yang gue tunggu. komen-komenan netizen yang selalu bikin ngakak🤣🤣🤣 tolong dong netizen serius dikit gitu🤣 lanjutkan👍🏻 #jessicawongso #icecold #netflix https://t.co/DdkIZUF8CD,ini nih momen yang gue tunggu komenkomenan netizen yang selalu bikin ngakak tolong dong netizen serius dikit gitu lanjutkan jessicawongso icecold netflix httpstcoDdkIZUFCD,ini nih momen yang gue tunggu komenkomenan netizen yang selalu bikin ngakak tolong dong netizen serius dikit gitu lanjutkan jessicawongso icecold netflix httpstcoddkizufcd,"['ini', 'nih', 'momen', 'yang', 'gue', 'tunggu', 'komenkomenan', 'netizen', 'yang', 'selalu', 'bikin', 'ngakak', 'tolong', 'dong', 'netizen', 'serius', 'dikit', 'gitu', 'lanjutkan', 'jessicawongso', 'icecold', 'netflix', 'httpstcoddkizufcd']","['nih', 'momen', 'gue', 'tunggu', 'komenkomenan', 'netizen', 'bikin', 'ngakak', 'tolong', 'netizen', 'serius', 'dikit', 'gitu', 'lanjutkan', 'jessicawongso', 'icecold', 'netflix', 'httpstcoddkizufcd']",nih momen gue tunggu komenkomenan netizen bikin ngakak tolong netizen serius dikit gitu lanjut jessicawongso icecold netflix httpstcoddkizufcd
"gue pun sama gregetnya ke bapaknya mirna, kenapa dia waktu itu ngeyel banget kalo jessica pelakunya. kenapa dia nggak ngotot gitu minta otopsi. malah sekarang kesannya dia lu punya duit, lu punya kuasa."" justru dia yang lebih narsistik. #jessicawongso #icecold #netflix https://t.co/G2x52twGMW""",gue pun sama gregetnya ke bapaknya mirna kenapa dia waktu itu ngeyel banget kalo jessica pelakunya kenapa dia nggak ngotot gitu minta otopsi malah sekarang kesannya dia lu punya duit lu punya kuasa justru dia yang lebih narsistik jessicawongso icecold netflix httpstcoGxtwGMW,gue pun sama gregetnya ke bapaknya mirna kenapa dia waktu itu ngeyel banget kalo jessica pelakunya kenapa dia nggak ngotot gitu minta otopsi malah sekarang kesannya dia lu punya duit lu punya kuasa justru dia yang lebih narsistik jessicawongso icecold netflix httpstcogxtwgmw,"['gue', 'pun', 'sama', 'gregetnya', 'ke', 'bapaknya', 'mirna', 'kenapa', 'dia', 'waktu', 'itu', 'ngeyel', 'banget', 'kalo', 'jessica', 'pelakunya', 'kenapa', 'dia', 'nggak', 'ngotot', 'gitu', 'minta', 'otopsi', 'malah', 'sekarang', 'kesannya', 'dia', 'lu', 'punya', 'duit', 'lu', 'punya', 'kuasa', 'justru', 'dia', 'yang', 'lebih', 'narsistik', 'jessicawongso', 'icecold', 'netflix', 'httpstcogxtwgmw']","['gue', 'gregetnya', 'bapaknya', 'mirna', 'ngeyel', 'banget', 'kalo', 'jessica', 'pelakunya', 'nggak', 'ngotot', 'gitu', 'otopsi', 'kesannya', 'lu', 'duit', 'lu', 'kuasa', 'narsistik', 'jessicawongso', 'icecold', 'netflix', 'httpstcogxtwgmw']",gue gregetnya bapak mirna ngeyel banget kalo jessica laku nggak ngotot gitu otopsi kesan lu duit lu kuasa narsistik jessicawongso icecold netflix httpstcogxtwgmw
kinda late for the party tapi netflix ice cold bagus bggtttt,kinda late for the party tapi netflix ice cold bagus bggtttt,kinda late for the party tapi netflix ice cold bagus bggtttt,"['kinda', 'late', 'for', 'the', 'party', 'tapi', 'netflix', 'ice', 'cold', 'bagus', 'bggtttt']","['kinda', 'late', 'for', 'the', 'party', 'netflix', 'ice', 'cold', 'bagus', 'bggtttt']",kinda late for the party netflix ice cold bagus bggtttt
"@seterahdeh entah kenapa awal2 ice cold meluncur, ada bagusnya perbincangan jadi ngarah ke kejanggalan hukum yg diterima jessica, that's good kalo ada investigasi lg.  but tbtb semua perbincangan ngarah ke bapaknya mirna jd pelaku gara2 kelakuan songongnya di netflix😂😂  human's so funny.",seterahdeh entah kenapa awal ice cold meluncur ada bagusnya perbincangan jadi ngarah ke kejanggalan hukum yg diterima jessica thats good kalo ada investigasi lg  but tbtb semua perbincangan ngarah ke bapaknya mirna jd pelaku gara kelakuan songongnya di netflix  humans so funny,seterahdeh entah kenapa awal ice cold meluncur ada bagusnya perbincangan jadi ngarah ke kejanggalan hukum yg diterima jessica thats good kalo ada investigasi lg  but tbtb semua perbincangan ngarah ke bapaknya mirna jd pelaku gara kelakuan songongnya di netflix  humans so funny,"['seterahdeh', 'entah', 'kenapa', 'awal', 'ice', 'cold', 'meluncur', 'ada', 'bagusnya', 'perbincangan', 'jadi', 'ngarah', 'ke', 'kejanggalan', 'hukum', 'yg', 'diterima', 'jessica', 'thats', 'good', 'kalo', 'ada', 'investigasi', 'lg', 'but', 'tbtb', 'semua', 'perbincangan', 'ngarah', 'ke', 'bapaknya', 'mirna', 'jd', 'pelaku', 'gara', 'kelakuan', 'songongnya', 'di', 'netflix', 'humans', 'so', 'funny']","['seterahdeh', 'ice', 'cold', 'meluncur', 'bagusnya', 'perbincangan', 'ngarah', 'kejanggalan', 'hukum', 'yg', 'diterima', 'jessica', 'thats', 'good', 'kalo', 'investigasi', 'lg', 'but', 'tbtb', 'perbincangan', 'ngarah', 'bapaknya', 'mirna', 'jd', 'pelaku', 'gara', 'kelakuan', 'songongnya', 'netflix', 'humans', 'so', 'funny']",seterahdeh ice cold luncur bagus bincang ngarah janggal hukum yg terima jessica thats good kalo investigasi lg but tbtb bincang ngarah bapak mirna jd laku gara laku songong netflix humans so funny
Jilb4b kac4mata yang lagi viral  https://t.co/qnUiwhS2Ln  https://t.co/W1aAgy3zBN  https://t.co/CtnwHDkpFn  https://t.co/DC6aJKm8zq  mvs netflix spotify ice cold anime one piece jujutsu kaisen https://t.co/IJfcqm3PKS,Jilbb kacmata yang lagi viral  httpstcoqnUiwhSLn  httpstcoWaAgyzBN  httpstcoCtnwHDkpFn  httpstcoDCaJKmzq  mvs netflix spotify ice cold anime one piece jujutsu kaisen httpstcoIJfcqmPKS,jilbb kacmata yang lagi viral  httpstcoqnuiwhsln  httpstcowaagyzbn  httpstcoctnwhdkpfn  httpstcodcajkmzq  mvs netflix spotify ice cold anime one piece jujutsu kaisen httpstcoijfcqmpks,"['jilbb', 'kacmata', 'yang', 'lagi', 'viral', 'httpstcoqnuiwhsln', 'httpstcowaagyzbn', 'httpstcoctnwhdkpfn', 'httpstcodcajkmzq', 'mvs', 'netflix', 'spotify', 'ice', 'cold', 'anime', 'one', 'piece', 'jujutsu', 'kaisen', 'httpstcoijfcqmpks']","['jilbb', 'kacmata', 'viral', 'httpstcoqnuiwhsln', 'httpstcowaagyzbn', 'httpstcoctnwhdkpfn', 'httpstcodcajkmzq', 'mvs', 'netflix', 'spotify', 'ice', 'cold', 'anime', 'one', 'piece', 'jujutsu', 'kaisen', 'httpstcoijfcqmpks']",jilbb kacmata viral httpstcoqnuiwhsln httpstcowaagyzbn httpstcoctnwhdkpfn httpstcodcajkmzq mvs netflix spotify ice cold anime one piece jujutsu kaisen httpstcoijfcqmpks
Udah nonton ice cold dan semakin hmm sama sidangnya 🤌  Bapaknya narsis abieess ya wak.. he said 'aku menang' but you win to your ego not your daughter sir 👀 Dokumenternya sendiri masih banyak minesnya tp masih oke buat tayang di netflix,Udah nonton ice cold dan semakin hmm sama sidangnya   Bapaknya narsis abieess ya wak he said aku menang but you win to your ego not your daughter sir  Dokumenternya sendiri masih banyak minesnya tp masih oke buat tayang di netflix,udah nonton ice cold dan semakin hmm sama sidangnya   bapaknya narsis abieess ya wak he said aku menang but you win to your ego not your daughter sir  dokumenternya sendiri masih banyak minesnya tp masih oke buat tayang di netflix,"['udah', 'nonton', 'ice', 'cold', 'dan', 'semakin', 'hmm', 'sama', 'sidangnya', 'bapaknya', 'narsis', 'abieess', 'ya', 'wak', 'he', 'said', 'aku', 'menang', 'but', 'you', 'win', 'to', 'your', 'ego', 'not', 'your', 'daughter', 'sir', 'dokumenternya', 'sendiri', 'masih', 'banyak', 'minesnya', 'tp', 'masih', 'oke', 'buat', 'tayang', 'di', 'netflix']","['udah', 'nonton', 'ice', 'cold', 'hmm', 'sidangnya', 'bapaknya', 'narsis', 'abieess', 'ya', 'wak', 'he', 'said', 'menang', 'but', 'you', 'win', 'to', 'your', 'ego', 'not', 'your', 'daughter', 'sir', 'dokumenternya', 'minesnya', 'tp', 'oke', 'tayang', 'netflix']",udah nonton ice cold hmm sidang bapak narsis abieess ya wak he said menang but you win to your ego not your daughter sir dokumenter mes tp oke tayang netflix
watching the ice cold documentary on netflix and man this case is so messy,watching the ice cold documentary on netflix and man this case is so messy,watching the ice cold documentary on netflix and man this case is so messy,"['watching', 'the', 'ice', 'cold', 'documentary', 'on', 'netflix', 'and', 'man', 'this', 'case', 'is', 'so', 'messy']","['watching', 'the', 'ice', 'cold', 'documentary', 'on', 'netflix', 'and', 'man', 'this', 'case', 'is', 'so', 'messy']",watching the ice cold documentary on netflix and man this case is so messy
